sequence,batchId,catalog,id,name,tier,gridW,gridH,aspect,resolution,targetFile,finalFile,currentBytes,replacementReasons,promptSource,prompt,negative
132,materials-replacement-03,materials,mana_crystal,Мана-кристалл,5,1,1,1:1,1024x1024,art-candidates/items/materials/mana_crystal.webp,icons/items/materials/mana_crystal.webp,26626,untracked-development-placeholder; deterministic-baseline-category,fallback,"Concept ""Мана-кристалл"", a single fantasy gem, crystal shard or mineral specimen with readable facets, refined guild-quality material, polished details and clear readable texture, centered inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, Use case: stylized-concept. Asset type: final-quality fantasy RPG Tarkov-grid inventory replacement candidate. Setting: Iron Hills dark fantasy frontier, grounded medieval craft, worn practical materials, restrained magic. Style/medium: premium painterly concept-art item render, detailed material texture, realistic edge wear, soft rim light, deep neutral background. Composition/framing: single isolated object, full silhouette visible, centered, no crop, readable at small inventory cell size, preserve 1x1 grid footprint, 1:1, 1024x1024. Quality bar: closer to hand-picked ChatGPT item art such as the good bronze sword reference, not procedural placeholder art, not flat symbol art. Constraints: no text, no watermark, no logo, no hands, no character wearing or holding the item, no extra unrelated props.","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
133,materials-replacement-03,materials,moonweave,Лунное волокно,5,1,1,1:1,1024x1024,art-candidates/items/materials/moonweave.webp,icons/items/materials/moonweave.webp,26478,untracked-development-placeholder; deterministic-baseline-category,fallback,"Concept ""Лунное волокно"", a coiled fantasy textile material, thread spool, fabric fold or rope bundle, refined guild-quality material, polished details and clear readable texture, centered inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, Use case: stylized-concept. Asset type: final-quality fantasy RPG Tarkov-grid inventory replacement candidate. Setting: Iron Hills dark fantasy frontier, grounded medieval craft, worn practical materials, restrained magic. Style/medium: premium painterly concept-art item render, detailed material texture, realistic edge wear, soft rim light, deep neutral background. Composition/framing: single isolated object, full silhouette visible, centered, no crop, readable at small inventory cell size, preserve 1x1 grid footprint, 1:1, 1024x1024. Quality bar: closer to hand-picked ChatGPT item art such as the good bronze sword reference, not procedural placeholder art, not flat symbol art. Constraints: no text, no watermark, no logo, no hands, no character wearing or holding the item, no extra unrelated props.","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
134,materials-replacement-03,materials,sapphire,Сапфир,5,1,1,1:1,1024x1024,art-candidates/items/materials/sapphire.webp,icons/items/materials/sapphire.webp,26120,untracked-development-placeholder; deterministic-baseline-category,fallback,"Concept ""Сапфир"", a single fantasy gem, crystal shard or mineral specimen with readable facets, refined guild-quality material, polished details and clear readable texture, centered inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, Use case: stylized-concept. Asset type: final-quality fantasy RPG Tarkov-grid inventory replacement candidate. Setting: Iron Hills dark fantasy frontier, grounded medieval craft, worn practical materials, restrained magic. Style/medium: premium painterly concept-art item render, detailed material texture, realistic edge wear, soft rim light, deep neutral background. Composition/framing: single isolated object, full silhouette visible, centered, no crop, readable at small inventory cell size, preserve 1x1 grid footprint, 1:1, 1024x1024. Quality bar: closer to hand-picked ChatGPT item art such as the good bronze sword reference, not procedural placeholder art, not flat symbol art. Constraints: no text, no watermark, no logo, no hands, no character wearing or holding the item, no extra unrelated props.","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
135,materials-replacement-03,materials,spirit_bloom,Цветок духов,5,1,1,1:1,1024x1024,art-candidates/items/materials/spirit_bloom.webp,icons/items/materials/spirit_bloom.webp,29126,untracked-development-placeholder; deterministic-baseline-category,fallback,"Concept ""Цветок духов"", a gathered fantasy botanical reagent bundle, refined guild-quality material, polished details and clear readable texture, centered inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, Use case: stylized-concept. Asset type: final-quality fantasy RPG Tarkov-grid inventory replacement candidate. Setting: Iron Hills dark fantasy frontier, grounded medieval craft, worn practical materials, restrained magic. Style/medium: premium painterly concept-art item render, detailed material texture, realistic edge wear, soft rim light, deep neutral background. Composition/framing: single isolated object, full silhouette visible, centered, no crop, readable at small inventory cell size, preserve 1x1 grid footprint, 1:1, 1024x1024. Quality bar: closer to hand-picked ChatGPT item art such as the good bronze sword reference, not procedural placeholder art, not flat symbol art. Constraints: no text, no watermark, no logo, no hands, no character wearing or holding the item, no extra unrelated props.","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
136,materials-replacement-03,materials,spirit_wood,Древесина духов,5,1,1,1:1,1024x1024,art-candidates/items/materials/spirit_wood.webp,icons/items/materials/spirit_wood.webp,29004,untracked-development-placeholder; deterministic-baseline-category,fallback,"Concept ""Древесина духов"", a bundle of fantasy timber, carved root, plank or rare wood sample, refined guild-quality material, polished details and clear readable texture, centered inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, Use case: stylized-concept. Asset type: final-quality fantasy RPG Tarkov-grid inventory replacement candidate. Setting: Iron Hills dark fantasy frontier, grounded medieval craft, worn practical materials, restrained magic. Style/medium: premium painterly concept-art item render, detailed material texture, realistic edge wear, soft rim light, deep neutral background. Composition/framing: single isolated object, full silhouette visible, centered, no crop, readable at small inventory cell size, preserve 1x1 grid footprint, 1:1, 1024x1024. Quality bar: closer to hand-picked ChatGPT item art such as the good bronze sword reference, not procedural placeholder art, not flat symbol art. Constraints: no text, no watermark, no logo, no hands, no character wearing or holding the item, no extra unrelated props.","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
137,materials-replacement-04,materials,diamond,Алмаз,6,1,1,1:1,1024x1024,art-candidates/items/materials/diamond.webp,icons/items/materials/diamond.webp,24800,untracked-development-placeholder; deterministic-baseline-category,fallback,"Concept ""Алмаз"", a single fantasy gem, crystal shard or mineral specimen with readable facets, rare magical reagent, subtle glow, valuable but grounded fantasy material, centered inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, Use case: stylized-concept. Asset type: final-quality fantasy RPG Tarkov-grid inventory replacement candidate. Setting: Iron Hills dark fantasy frontier, grounded medieval craft, worn practical materials, restrained magic. Style/medium: premium painterly concept-art item render, detailed material texture, realistic edge wear, soft rim light, deep neutral background. Composition/framing: single isolated object, full silhouette visible, centered, no crop, readable at small inventory cell size, preserve 1x1 grid footprint, 1:1, 1024x1024. Quality bar: closer to hand-picked ChatGPT item art such as the good bronze sword reference, not procedural placeholder art, not flat symbol art. Constraints: no text, no watermark, no logo, no hands, no character wearing or holding the item, no extra unrelated props.","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
138,materials-replacement-04,materials,ebony,Чёрное дерево,6,1,1,1:1,1024x1024,art-candidates/items/materials/ebony.webp,icons/items/materials/ebony.webp,21082,untracked-development-placeholder; deterministic-baseline-category,fallback,"Concept ""Чёрное дерево"", a bundle of fantasy timber, carved root, plank or rare wood sample, rare magical reagent, subtle glow, valuable but grounded fantasy material, centered inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, Use case: stylized-concept. Asset type: final-quality fantasy RPG Tarkov-grid inventory replacement candidate. Setting: Iron Hills dark fantasy frontier, grounded medieval craft, worn practical materials, restrained magic. Style/medium: premium painterly concept-art item render, detailed material texture, realistic edge wear, soft rim light, deep neutral background. Composition/framing: single isolated object, full silhouette visible, centered, no crop, readable at small inventory cell size, preserve 1x1 grid footprint, 1:1, 1024x1024. Quality bar: closer to hand-picked ChatGPT item art such as the good bronze sword reference, not procedural placeholder art, not flat symbol art. Constraints: no text, no watermark, no logo, no hands, no character wearing or holding the item, no extra unrelated props.","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
139,materials-replacement-04,materials,mithril_ingot,Митрильный слиток,6,1,1,1:1,1024x1024,art-candidates/items/materials/mithril_ingot.webp,icons/items/materials/mithril_ingot.webp,27532,untracked-development-placeholder; deterministic-baseline-category,fallback,"Concept ""Митрильный слиток"", a single forged fantasy metal ingot or refined metal bar with stamped workshop marks, rare magical reagent, subtle glow, valuable but grounded fantasy material, centered inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, Use case: stylized-concept. Asset type: final-quality fantasy RPG Tarkov-grid inventory replacement candidate. Setting: Iron Hills dark fantasy frontier, grounded medieval craft, worn practical materials, restrained magic. Style/medium: premium painterly concept-art item render, detailed material texture, realistic edge wear, soft rim light, deep neutral background. Composition/framing: single isolated object, full silhouette visible, centered, no crop, readable at small inventory cell size, preserve 1x1 grid footprint, 1:1, 1024x1024. Quality bar: closer to hand-picked ChatGPT item art such as the good bronze sword reference, not procedural placeholder art, not flat symbol art. Constraints: no text, no watermark, no logo, no hands, no character wearing or holding the item, no extra unrelated props.","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
140,materials-replacement-04,materials,mithril_ore,Митрильная руда,6,1,1,1:1,1024x1024,art-candidates/items/materials/mithril_ore.webp,icons/items/materials/mithril_ore.webp,25850,untracked-development-placeholder; deterministic-baseline-category,fallback,"Concept ""Митрильная руда"", a single chunk of raw fantasy ore with stone matrix and metallic veins, rare magical reagent, subtle glow, valuable but grounded fantasy material, centered inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, Use case: stylized-concept. Asset type: final-quality fantasy RPG Tarkov-grid inventory replacement candidate. Setting: Iron Hills dark fantasy frontier, grounded medieval craft, worn practical materials, restrained magic. Style/medium: premium painterly concept-art item render, detailed material texture, realistic edge wear, soft rim light, deep neutral background. Composition/framing: single isolated object, full silhouette visible, centered, no crop, readable at small inventory cell size, preserve 1x1 grid footprint, 1:1, 1024x1024. Quality bar: closer to hand-picked ChatGPT item art such as the good bronze sword reference, not procedural placeholder art, not flat symbol art. Constraints: no text, no watermark, no logo, no hands, no character wearing or holding the item, no extra unrelated props.","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
141,materials-replacement-04,materials,phoenix_feather,Перо феникса,6,1,1,1:1,1024x1024,art-candidates/items/materials/phoenix_feather.webp,icons/items/materials/phoenix_feather.webp,27072,untracked-development-placeholder; deterministic-baseline-category,fallback,"Concept ""Перо феникса"", a fantasy monster trophy material or preserved anatomical crafting component, rare magical reagent, subtle glow, valuable but grounded fantasy material, centered inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, Use case: stylized-concept. Asset type: final-quality fantasy RPG Tarkov-grid inventory replacement candidate. Setting: Iron Hills dark fantasy frontier, grounded medieval craft, worn practical materials, restrained magic. Style/medium: premium painterly concept-art item render, detailed material texture, realistic edge wear, soft rim light, deep neutral background. Composition/framing: single isolated object, full silhouette visible, centered, no crop, readable at small inventory cell size, preserve 1x1 grid footprint, 1:1, 1024x1024. Quality bar: closer to hand-picked ChatGPT item art such as the good bronze sword reference, not procedural placeholder art, not flat symbol art. Constraints: no text, no watermark, no logo, no hands, no character wearing or holding the item, no extra unrelated props.","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
142,materials-replacement-04,materials,shadowweave,Теневое волокно,6,1,1,1:1,1024x1024,art-candidates/items/materials/shadowweave.webp,icons/items/materials/shadowweave.webp,26532,untracked-development-placeholder; deterministic-baseline-category,fallback,"Concept ""Теневое волокно"", a coiled fantasy textile material, thread spool, fabric fold or rope bundle, rare magical reagent, subtle glow, valuable but grounded fantasy material, centered inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, Use case: stylized-concept. Asset type: final-quality fantasy RPG Tarkov-grid inventory replacement candidate. Setting: Iron Hills dark fantasy frontier, grounded medieval craft, worn practical materials, restrained magic. Style/medium: premium painterly concept-art item render, detailed material texture, realistic edge wear, soft rim light, deep neutral background. Composition/framing: single isolated object, full silhouette visible, centered, no crop, readable at small inventory cell size, preserve 1x1 grid footprint, 1:1, 1024x1024. Quality bar: closer to hand-picked ChatGPT item art such as the good bronze sword reference, not procedural placeholder art, not flat symbol art. Constraints: no text, no watermark, no logo, no hands, no character wearing or holding the item, no extra unrelated props.","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
143,materials-replacement-04,materials,soul_essence,Эссенция души,6,1,1,1:1,1024x1024,art-candidates/items/materials/soul_essence.webp,icons/items/materials/soul_essence.webp,24068,untracked-development-placeholder; deterministic-baseline-category,fallback,"Concept ""Эссенция души"", a fantasy alchemical reagent vial, sealed pouch or organic harvest component, rare magical reagent, subtle glow, valuable but grounded fantasy material, centered inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, Use case: stylized-concept. Asset type: final-quality fantasy RPG Tarkov-grid inventory replacement candidate. Setting: Iron Hills dark fantasy frontier, grounded medieval craft, worn practical materials, restrained magic. Style/medium: premium painterly concept-art item render, detailed material texture, realistic edge wear, soft rim light, deep neutral background. Composition/framing: single isolated object, full silhouette visible, centered, no crop, readable at small inventory cell size, preserve 1x1 grid footprint, 1:1, 1024x1024. Quality bar: closer to hand-picked ChatGPT item art such as the good bronze sword reference, not procedural placeholder art, not flat symbol art. Constraints: no text, no watermark, no logo, no hands, no character wearing or holding the item, no extra unrelated props.","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
144,materials-replacement-04,materials,warg_pelt,Шкура варга,6,1,1,1:1,1024x1024,art-candidates/items/materials/warg_pelt.webp,icons/items/materials/warg_pelt.webp,23902,untracked-development-placeholder; deterministic-baseline-category,docs/content/monster-loot-prompts.json,"Concept ""Шкура варга"", fantasy harvest material — folded uncured hide fur edge scale plates subtle salt cure beginning, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, inventory composition, sharp focus, painterly detail, beast-lord pinnacle trophy hoard dense scales atmosphere, tier 9 drop read Use case: stylized-concept. Asset type: final-quality fantasy RPG Tarkov-grid inventory replacement candidate. Setting: Iron Hills dark fantasy frontier, grounded medieval craft, worn practical materials, restrained magic. Style/medium: premium painterly concept-art item render, detailed material texture, realistic edge wear, soft rim light, deep neutral background. Composition/framing: single isolated object, full silhouette visible, centered, no crop, readable at small inventory cell size, preserve 1x1 grid footprint, 1:1, 1024x1024. Quality bar: closer to hand-picked ChatGPT item art such as the good bronze sword reference, not procedural placeholder art, not flat symbol art. Constraints: no text, no watermark, no logo, no hands, no character wearing or holding the item, no extra unrelated props.","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
145,materials-replacement-04,materials,dark_iron,Тёмное железо,7,1,1,1:1,1024x1024,art-candidates/items/materials/dark_iron.webp,icons/items/materials/dark_iron.webp,27056,untracked-development-placeholder; deterministic-baseline-category,fallback,"Concept ""Тёмное железо"", a single forged fantasy metal ingot or refined metal bar with stamped workshop marks, rare magical reagent, subtle glow, valuable but grounded fantasy material, centered inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, Use case: stylized-concept. Asset type: final-quality fantasy RPG Tarkov-grid inventory replacement candidate. Setting: Iron Hills dark fantasy frontier, grounded medieval craft, worn practical materials, restrained magic. Style/medium: premium painterly concept-art item render, detailed material texture, realistic edge wear, soft rim light, deep neutral background. Composition/framing: single isolated object, full silhouette visible, centered, no crop, readable at small inventory cell size, preserve 1x1 grid footprint, 1:1, 1024x1024. Quality bar: closer to hand-picked ChatGPT item art such as the good bronze sword reference, not procedural placeholder art, not flat symbol art. Constraints: no text, no watermark, no logo, no hands, no character wearing or holding the item, no extra unrelated props.","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
146,materials-replacement-04,materials,dark_iron_ore,Тёмная руда,7,1,1,1:1,1024x1024,art-candidates/items/materials/dark_iron_ore.webp,icons/items/materials/dark_iron_ore.webp,26910,untracked-development-placeholder; deterministic-baseline-category,fallback,"Concept ""Тёмная руда"", a single chunk of raw fantasy ore with stone matrix and metallic veins, rare magical reagent, subtle glow, valuable but grounded fantasy material, centered inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, Use case: stylized-concept. Asset type: final-quality fantasy RPG Tarkov-grid inventory replacement candidate. Setting: Iron Hills dark fantasy frontier, grounded medieval craft, worn practical materials, restrained magic. Style/medium: premium painterly concept-art item render, detailed material texture, realistic edge wear, soft rim light, deep neutral background. Composition/framing: single isolated object, full silhouette visible, centered, no crop, readable at small inventory cell size, preserve 1x1 grid footprint, 1:1, 1024x1024. Quality bar: closer to hand-picked ChatGPT item art such as the good bronze sword reference, not procedural placeholder art, not flat symbol art. Constraints: no text, no watermark, no logo, no hands, no character wearing or holding the item, no extra unrelated props.","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
147,materials-replacement-04,materials,eternal_wood,Вечное дерево,7,1,1,1:1,1024x1024,art-candidates/items/materials/eternal_wood.webp,icons/items/materials/eternal_wood.webp,29114,untracked-development-placeholder; deterministic-baseline-category,fallback,"Concept ""Вечное дерево"", a bundle of fantasy timber, carved root, plank or rare wood sample, rare magical reagent, subtle glow, valuable but grounded fantasy material, centered inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, Use case: stylized-concept. Asset type: final-quality fantasy RPG Tarkov-grid inventory replacement candidate. Setting: Iron Hills dark fantasy frontier, grounded medieval craft, worn practical materials, restrained magic. Style/medium: premium painterly concept-art item render, detailed material texture, realistic edge wear, soft rim light, deep neutral background. Composition/framing: single isolated object, full silhouette visible, centered, no crop, readable at small inventory cell size, preserve 1x1 grid footprint, 1:1, 1024x1024. Quality bar: closer to hand-picked ChatGPT item art such as the good bronze sword reference, not procedural placeholder art, not flat symbol art. Constraints: no text, no watermark, no logo, no hands, no character wearing or holding the item, no extra unrelated props.","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
148,materials-replacement-04,materials,giant_heart,Сердце великана,7,1,1,1:1,1024x1024,art-candidates/items/materials/giant_heart.webp,icons/items/materials/giant_heart.webp,25764,untracked-development-placeholder; deterministic-baseline-category,fallback,"Concept ""Сердце великана"", a fantasy monster trophy material or preserved anatomical crafting component, rare magical reagent, subtle glow, valuable but grounded fantasy material, centered inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, Use case: stylized-concept. Asset type: final-quality fantasy RPG Tarkov-grid inventory replacement candidate. Setting: Iron Hills dark fantasy frontier, grounded medieval craft, worn practical materials, restrained magic. Style/medium: premium painterly concept-art item render, detailed material texture, realistic edge wear, soft rim light, deep neutral background. Composition/framing: single isolated object, full silhouette visible, centered, no crop, readable at small inventory cell size, preserve 1x1 grid footprint, 1:1, 1024x1024. Quality bar: closer to hand-picked ChatGPT item art such as the good bronze sword reference, not procedural placeholder art, not flat symbol art. Constraints: no text, no watermark, no logo, no hands, no character wearing or holding the item, no extra unrelated props.","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
149,materials-replacement-04,materials,planar_clip,Планарная скоба,7,1,1,1:1,1024x1024,art-candidates/items/materials/planar_clip.webp,icons/items/materials/planar_clip.webp,21218,untracked-development-placeholder; deterministic-baseline-category,fallback,"Concept ""Планарная скоба"", a single fantasy crafting material with a specific readable silhouette, rare magical reagent, subtle glow, valuable but grounded fantasy material, centered inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, Use case: stylized-concept. Asset type: final-quality fantasy RPG Tarkov-grid inventory replacement candidate. Setting: Iron Hills dark fantasy frontier, grounded medieval craft, worn practical materials, restrained magic. Style/medium: premium painterly concept-art item render, detailed material texture, realistic edge wear, soft rim light, deep neutral background. Composition/framing: single isolated object, full silhouette visible, centered, no crop, readable at small inventory cell size, preserve 1x1 grid footprint, 1:1, 1024x1024. Quality bar: closer to hand-picked ChatGPT item art such as the good bronze sword reference, not procedural placeholder art, not flat symbol art. Constraints: no text, no watermark, no logo, no hands, no character wearing or holding the item, no extra unrelated props.","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
150,materials-replacement-04,materials,starthread,Звёздная нить,7,1,1,1:1,1024x1024,art-candidates/items/materials/starthread.webp,icons/items/materials/starthread.webp,26728,untracked-development-placeholder; deterministic-baseline-category,fallback,"Concept ""Звёздная нить"", a coiled fantasy textile material, thread spool, fabric fold or rope bundle, rare magical reagent, subtle glow, valuable but grounded fantasy material, centered inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, Use case: stylized-concept. Asset type: final-quality fantasy RPG Tarkov-grid inventory replacement candidate. Setting: Iron Hills dark fantasy frontier, grounded medieval craft, worn practical materials, restrained magic. Style/medium: premium painterly concept-art item render, detailed material texture, realistic edge wear, soft rim light, deep neutral background. Composition/framing: single isolated object, full silhouette visible, centered, no crop, readable at small inventory cell size, preserve 1x1 grid footprint, 1:1, 1024x1024. Quality bar: closer to hand-picked ChatGPT item art such as the good bronze sword reference, not procedural placeholder art, not flat symbol art. Constraints: no text, no watermark, no logo, no hands, no character wearing or holding the item, no extra unrelated props.","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
151,materials-replacement-04,materials,void_crystal,Кристалл Пустоты,7,1,1,1:1,1024x1024,art-candidates/items/materials/void_crystal.webp,icons/items/materials/void_crystal.webp,24888,untracked-development-placeholder; deterministic-baseline-category,fallback,"Concept ""Кристалл Пустоты"", a single fantasy gem, crystal shard or mineral specimen with readable facets, rare magical reagent, subtle glow, valuable but grounded fantasy material, centered inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, Use case: stylized-concept. Asset type: final-quality fantasy RPG Tarkov-grid inventory replacement candidate. Setting: Iron Hills dark fantasy frontier, grounded medieval craft, worn practical materials, restrained magic. Style/medium: premium painterly concept-art item render, detailed material texture, realistic edge wear, soft rim light, deep neutral background. Composition/framing: single isolated object, full silhouette visible, centered, no crop, readable at small inventory cell size, preserve 1x1 grid footprint, 1:1, 1024x1024. Quality bar: closer to hand-picked ChatGPT item art such as the good bronze sword reference, not procedural placeholder art, not flat symbol art. Constraints: no text, no watermark, no logo, no hands, no character wearing or holding the item, no extra unrelated props.","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
152,materials-replacement-04,materials,wyvern_hide,Шкура виверны,7,1,1,1:1,1024x1024,art-candidates/items/materials/wyvern_hide.webp,icons/items/materials/wyvern_hide.webp,24514,untracked-development-placeholder; deterministic-baseline-category,docs/content/monster-loot-prompts.json,"Concept ""Шкура виверны"", fantasy harvest material — folded uncured hide fur edge scale plates subtle salt cure beginning, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, inventory composition, sharp focus, painterly detail, primordial kaiju apex colossus reagent avalanche atmosphere, tier 10 drop read Use case: stylized-concept. Asset type: final-quality fantasy RPG Tarkov-grid inventory replacement candidate. Setting: Iron Hills dark fantasy frontier, grounded medieval craft, worn practical materials, restrained magic. Style/medium: premium painterly concept-art item render, detailed material texture, realistic edge wear, soft rim light, deep neutral background. Composition/framing: single isolated object, full silhouette visible, centered, no crop, readable at small inventory cell size, preserve 1x1 grid footprint, 1:1, 1024x1024. Quality bar: closer to hand-picked ChatGPT item art such as the good bronze sword reference, not procedural placeholder art, not flat symbol art. Constraints: no text, no watermark, no logo, no hands, no character wearing or holding the item, no extra unrelated props.","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
153,materials-replacement-04,materials,aeon_geode,Жеода эона,8,1,1,1:1,1024x1024,art-candidates/items/materials/aeon_geode.webp,icons/items/materials/aeon_geode.webp,25554,untracked-development-placeholder; deterministic-baseline-category,fallback,"Concept ""Жеода эона"", a single fantasy gem, crystal shard or mineral specimen with readable facets, legendary crafting material, ornate luminous accents, heroic rarity, centered inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, Use case: stylized-concept. Asset type: final-quality fantasy RPG Tarkov-grid inventory replacement candidate. Setting: Iron Hills dark fantasy frontier, grounded medieval craft, worn practical materials, restrained magic. Style/medium: premium painterly concept-art item render, detailed material texture, realistic edge wear, soft rim light, deep neutral background. Composition/framing: single isolated object, full silhouette visible, centered, no crop, readable at small inventory cell size, preserve 1x1 grid footprint, 1:1, 1024x1024. Quality bar: closer to hand-picked ChatGPT item art such as the good bronze sword reference, not procedural placeholder art, not flat symbol art. Constraints: no text, no watermark, no logo, no hands, no character wearing or holding the item, no extra unrelated props.","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
154,materials-replacement-04,materials,arcane_mesh,Моток арканной проволоки,8,1,1,1:1,1024x1024,art-candidates/items/materials/arcane_mesh.webp,icons/items/materials/arcane_mesh.webp,21408,untracked-development-placeholder; deterministic-baseline-category,fallback,"Concept ""Моток арканной проволоки"", a folded fantasy hide, pelt, scale sheet or cured leather crafting material, legendary crafting material, ornate luminous accents, heroic rarity, centered inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, Use case: stylized-concept. Asset type: final-quality fantasy RPG Tarkov-grid inventory replacement candidate. Setting: Iron Hills dark fantasy frontier, grounded medieval craft, worn practical materials, restrained magic. Style/medium: premium painterly concept-art item render, detailed material texture, realistic edge wear, soft rim light, deep neutral background. Composition/framing: single isolated object, full silhouette visible, centered, no crop, readable at small inventory cell size, preserve 1x1 grid footprint, 1:1, 1024x1024. Quality bar: closer to hand-picked ChatGPT item art such as the good bronze sword reference, not procedural placeholder art, not flat symbol art. Constraints: no text, no watermark, no logo, no hands, no character wearing or holding the item, no extra unrelated props.","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
155,materials-replacement-04,materials,dragon_blood,Кровь дракона,8,1,1,1:1,1024x1024,art-candidates/items/materials/dragon_blood.webp,icons/items/materials/dragon_blood.webp,24326,untracked-development-placeholder; deterministic-baseline-category,fallback,"Concept ""Кровь дракона"", a fantasy alchemical reagent vial, sealed pouch or organic harvest component, legendary crafting material, ornate luminous accents, heroic rarity, centered inventory composition, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, Use case: stylized-concept. Asset type: final-quality fantasy RPG Tarkov-grid inventory replacement candidate. Setting: Iron Hills dark fantasy frontier, grounded medieval craft, worn practical materials, restrained magic. Style/medium: premium painterly concept-art item render, detailed material texture, realistic edge wear, soft rim light, deep neutral background. Composition/framing: single isolated object, full silhouette visible, centered, no crop, readable at small inventory cell size, preserve 1x1 grid footprint, 1:1, 1024x1024. Quality bar: closer to hand-picked ChatGPT item art such as the good bronze sword reference, not procedural placeholder art, not flat symbol art. Constraints: no text, no watermark, no logo, no hands, no character wearing or holding the item, no extra unrelated props.","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
