catalog,id,name,tier,type,gridW,gridH,aspect,targetFile,targetImg,targetExists,currentImg,prompt,negative
weapons,starmetal_bow,Звёздный лук,8,weapon,1,4,1:4,icons/items/weapons/starmetal_bow.webp,systems/iron-hills-system/icons/items/weapons/starmetal_bow.webp,true,systems/iron-hills-system/icons/items/weapons/starmetal_bow.webp,"Concept of ""Звёздный лук"", a single fantasy longbow, recurve limbs, drawstring, no arrow nocked, made of starmetal (deep blue metal with starfield interior), world-tree wood, dragon-leather grip, slowly rotating runes, celestial, otherworldly, primordial, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, cosmic blue and violet glow, starfield bokeh, slowly orbiting glowing runes --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,starmetal_chakram,Звёздный чакрам,8,weapon,1,1,1:1,icons/items/weapons/starmetal_chakram.webp,systems/iron-hills-system/icons/items/weapons/starmetal_chakram.webp,true,systems/iron-hills-system/icons/items/weapons/starmetal_chakram.webp,"Concept of ""Звёздный чакрам"", a set of three fantasy throwing daggers / chakrams arranged in a fan, balanced, identical, made of starmetal (deep blue metal with starfield interior), world-tree wood, dragon-leather grip, slowly rotating runes, celestial, otherworldly, primordial, fan layout, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 1024x1024, cosmic blue and violet glow, starfield bokeh, slowly orbiting glowing runes --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,starmetal_crossbow,Звёздный арбалет,8,weapon,1,3,1:3,icons/items/weapons/starmetal_crossbow.webp,systems/iron-hills-system/icons/items/weapons/starmetal_crossbow.webp,true,systems/iron-hills-system/icons/items/weapons/starmetal_crossbow.webp,"Concept of ""Звёздный арбалет"", a single fantasy crossbow, wooden tiller with steel limbs, intricate trigger mechanism, no bolt loaded, made of starmetal (deep blue metal with starfield interior), world-tree wood, dragon-leather grip, slowly rotating runes, celestial, otherworldly, primordial, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, cosmic blue and violet glow, starfield bokeh, slowly orbiting glowing runes --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,starmetal_flail,Звёздный кистень,8,weapon,1,2,1:2,icons/items/weapons/starmetal_flail.webp,systems/iron-hills-system/icons/items/weapons/starmetal_flail.webp,true,systems/iron-hills-system/icons/items/weapons/starmetal_flail.webp,"Concept of ""Звёздный кистень"", a single fantasy flail, spiked metal ball on chain, wooden grip, dangerous looking, made of starmetal (deep blue metal with starfield interior), world-tree wood, dragon-leather grip, slowly rotating runes, celestial, otherworldly, primordial, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, cosmic blue and violet glow, starfield bokeh, slowly orbiting glowing runes --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,starmetal_greataxe,Звёздная секира,8,weapon,1,3,1:3,icons/items/weapons/starmetal_greataxe.webp,systems/iron-hills-system/icons/items/weapons/starmetal_greataxe.webp,true,systems/iron-hills-system/icons/items/weapons/starmetal_greataxe.webp,"Concept of ""Звёздная секира"", a single fantasy two-handed battle axe / great-axe, large bearded head, long oak haft, iron rivets, made of starmetal (deep blue metal with starfield interior), world-tree wood, dragon-leather grip, slowly rotating runes, celestial, otherworldly, primordial, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, cosmic blue and violet glow, starfield bokeh, slowly orbiting glowing runes --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,starmetal_greatsword,Звёздный двуруч,8,weapon,1,4,1:4,icons/items/weapons/starmetal_greatsword.webp,systems/iron-hills-system/icons/items/weapons/starmetal_greatsword.webp,true,systems/iron-hills-system/icons/items/weapons/starmetal_greatsword.webp,"Concept of ""Звёздный двуруч"", a single fantasy two-handed greatsword, long straight blade, large cross guard, ricasso, two-hand grip, made of starmetal (deep blue metal with starfield interior), world-tree wood, dragon-leather grip, slowly rotating runes, celestial, otherworldly, primordial, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, cosmic blue and violet glow, starfield bokeh, slowly orbiting glowing runes --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,starmetal_mace,Звёздная булава,8,weapon,1,2,1:2,icons/items/weapons/starmetal_mace.webp,systems/iron-hills-system/icons/items/weapons/starmetal_mace.webp,true,systems/iron-hills-system/icons/items/weapons/starmetal_mace.webp,"Concept of ""Звёздная булава"", a single fantasy mace, flanged head, short metal haft, leather grip, made of starmetal (deep blue metal with starfield interior), world-tree wood, dragon-leather grip, slowly rotating runes, celestial, otherworldly, primordial, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, cosmic blue and violet glow, starfield bokeh, slowly orbiting glowing runes --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,starmetal_spear,Звёздное копьё,8,weapon,1,4,1:4,icons/items/weapons/starmetal_spear.webp,systems/iron-hills-system/icons/items/weapons/starmetal_spear.webp,true,systems/iron-hills-system/icons/items/weapons/starmetal_spear.webp,"Concept of ""Звёздное копьё"", a single fantasy spear, long straight shaft, leaf-shaped spearhead, bound with leather strap, made of starmetal (deep blue metal with starfield interior), world-tree wood, dragon-leather grip, slowly rotating runes, celestial, otherworldly, primordial, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, cosmic blue and violet glow, starfield bokeh, slowly orbiting glowing runes --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,starmetal_staff,Звёздный посох,8,weapon,1,4,1:4,icons/items/weapons/starmetal_staff.webp,systems/iron-hills-system/icons/items/weapons/starmetal_staff.webp,true,systems/iron-hills-system/icons/items/weapons/starmetal_staff.webp,"Concept of ""Звёздный посох"", a single fantasy wizard's staff, tall straight pole, ornamented head, no orb floating, made of starmetal (deep blue metal with starfield interior), world-tree wood, dragon-leather grip, slowly rotating runes, celestial, otherworldly, primordial, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, cosmic blue and violet glow, starfield bokeh, slowly orbiting glowing runes --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,starmetal_warhammer,Звёздный молот,8,weapon,1,3,1:3,icons/items/weapons/starmetal_warhammer.webp,systems/iron-hills-system/icons/items/weapons/starmetal_warhammer.webp,true,systems/iron-hills-system/icons/items/weapons/starmetal_warhammer.webp,"Concept of ""Звёздный молот"", a single fantasy two-handed war hammer, large blunt head with spike on the back, long haft, made of starmetal (deep blue metal with starfield interior), world-tree wood, dragon-leather grip, slowly rotating runes, celestial, otherworldly, primordial, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, cosmic blue and violet glow, starfield bokeh, slowly orbiting glowing runes --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,void_blade,Клинок Пустоты,8,weapon,1,3,1:3,icons/items/weapons/void_blade.webp,systems/iron-hills-system/icons/items/weapons/void_blade.webp,true,systems/iron-hills-system/icons/items/weapons/void_blade.webp,"Concept of ""Клинок Пустоты"", a single fantasy arming sword, straight double-edged blade, cross guard, leather-wrapped grip, made of starmetal (deep blue metal with starfield interior), world-tree wood, dragon-leather grip, slowly rotating runes, celestial, otherworldly, primordial, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, cosmic blue and violet glow, starfield bokeh, slowly orbiting glowing runes --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,void_dagger,Кинжал Пустоты,8,weapon,1,2,1:2,icons/items/weapons/void_dagger.webp,systems/iron-hills-system/icons/items/weapons/void_dagger.webp,true,systems/iron-hills-system/icons/items/weapons/void_dagger.webp,"Concept of ""Кинжал Пустоты"", a single fantasy combat knife / dagger, leaf-shaped blade, full tang, leather-wrapped grip, made of starmetal (deep blue metal with starfield interior), world-tree wood, dragon-leather grip, slowly rotating runes, celestial, otherworldly, primordial, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, cosmic blue and violet glow, starfield bokeh, slowly orbiting glowing runes --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,orichalcum_axe,Орихалковый топор,9,weapon,1,2,1:2,icons/items/weapons/orichalcum_axe.webp,systems/iron-hills-system/icons/items/weapons/orichalcum_axe.webp,true,systems/iron-hills-system/icons/items/weapons/orichalcum_axe.webp,"Concept of ""Орихалковый топор"", a single fantasy hand axe, single-bit head, wooden haft, iron banding, made of orichalcum (golden-red metal), star-shard accents, leviathan leather grip, ornate engravings, legendary, ornate, divine craftsmanship, hero-tier, edge dripping with blood-red light, razor-sharp focal lines, killing-strike geometry, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, golden divine light, lens flare, sparks of pure energy --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,orichalcum_blade,Клинок Орихалка,9,weapon,1,3,1:3,icons/items/weapons/orichalcum_blade.webp,systems/iron-hills-system/icons/items/weapons/orichalcum_blade.webp,true,systems/iron-hills-system/icons/items/weapons/orichalcum_blade.webp,"Concept of ""Клинок Орихалка"", a single fantasy arming sword, straight double-edged blade, cross guard, leather-wrapped grip, made of orichalcum (golden-red metal), star-shard accents, leviathan leather grip, ornate engravings, legendary, ornate, divine craftsmanship, hero-tier, metal seems to phase through reality, crimson essence swirling around the blade, razor-sharp focal lines, killing-strike geometry, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, golden divine light, lens flare, sparks of pure energy --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,orichalcum_bow,Лук Орихалка,9,weapon,1,4,1:4,icons/items/weapons/orichalcum_bow.webp,systems/iron-hills-system/icons/items/weapons/orichalcum_bow.webp,true,systems/iron-hills-system/icons/items/weapons/orichalcum_bow.webp,"Concept of ""Лук Орихалка"", a single fantasy longbow, recurve limbs, drawstring, no arrow nocked, made of orichalcum (golden-red metal), star-shard accents, leviathan leather grip, ornate engravings, legendary, ornate, divine craftsmanship, hero-tier, edge dripping with blood-red light, razor-sharp focal lines, killing-strike geometry, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, golden divine light, lens flare, sparks of pure energy --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,orichalcum_chakram,Чакрам Орихалка,9,weapon,1,1,1:1,icons/items/weapons/orichalcum_chakram.webp,systems/iron-hills-system/icons/items/weapons/orichalcum_chakram.webp,true,systems/iron-hills-system/icons/items/weapons/orichalcum_chakram.webp,"Concept of ""Чакрам Орихалка"", a set of three fantasy throwing daggers / chakrams arranged in a fan, balanced, identical, made of orichalcum (golden-red metal), star-shard accents, leviathan leather grip, ornate engravings, legendary, ornate, divine craftsmanship, hero-tier, metal seems to phase through reality, edge dripping with blood-red light, razor-sharp focal lines, killing-strike geometry, fan layout, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 1024x1024, golden divine light, lens flare, sparks of pure energy --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,orichalcum_crossbow,Арбалет Орихалка,9,weapon,1,3,1:3,icons/items/weapons/orichalcum_crossbow.webp,systems/iron-hills-system/icons/items/weapons/orichalcum_crossbow.webp,true,systems/iron-hills-system/icons/items/weapons/orichalcum_crossbow.webp,"Concept of ""Арбалет Орихалка"", a single fantasy crossbow, wooden tiller with steel limbs, intricate trigger mechanism, no bolt loaded, made of orichalcum (golden-red metal), star-shard accents, leviathan leather grip, ornate engravings, legendary, ornate, divine craftsmanship, hero-tier, metal seems to phase through reality, razor-sharp focal lines, killing-strike geometry, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, golden divine light, lens flare, sparks of pure energy --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,orichalcum_flail,Цеп Орихалка,9,weapon,1,2,1:2,icons/items/weapons/orichalcum_flail.webp,systems/iron-hills-system/icons/items/weapons/orichalcum_flail.webp,true,systems/iron-hills-system/icons/items/weapons/orichalcum_flail.webp,"Concept of ""Цеп Орихалка"", a single fantasy flail, spiked metal ball on chain, wooden grip, dangerous looking, made of orichalcum (golden-red metal), star-shard accents, leviathan leather grip, ornate engravings, legendary, ornate, divine craftsmanship, hero-tier, crackling lightning arcs along the surface, hooked / barbed shape designed to catch and disarm, razor-sharp focal lines, killing-strike geometry, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, golden divine light, lens flare, sparks of pure energy --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,orichalcum_greataxe,Секира Орихалка,9,weapon,1,3,1:3,icons/items/weapons/orichalcum_greataxe.webp,systems/iron-hills-system/icons/items/weapons/orichalcum_greataxe.webp,true,systems/iron-hills-system/icons/items/weapons/orichalcum_greataxe.webp,"Concept of ""Секира Орихалка"", a single fantasy two-handed battle axe / great-axe, large bearded head, long oak haft, iron rivets, made of orichalcum (golden-red metal), star-shard accents, leviathan leather grip, ornate engravings, legendary, ornate, divine craftsmanship, hero-tier, metal seems to phase through reality, edge dripping with blood-red light, razor-sharp focal lines, killing-strike geometry, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, golden divine light, lens flare, sparks of pure energy --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,orichalcum_greatsword,Двуруч Орихалка,9,weapon,1,4,1:4,icons/items/weapons/orichalcum_greatsword.webp,systems/iron-hills-system/icons/items/weapons/orichalcum_greatsword.webp,true,systems/iron-hills-system/icons/items/weapons/orichalcum_greatsword.webp,"Concept of ""Двуруч Орихалка"", a single fantasy two-handed greatsword, long straight blade, large cross guard, ricasso, two-hand grip, made of orichalcum (golden-red metal), star-shard accents, leviathan leather grip, ornate engravings, legendary, ornate, divine craftsmanship, hero-tier, metal seems to phase through reality, crackling lightning arcs along the surface, razor-sharp focal lines, killing-strike geometry, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, golden divine light, lens flare, sparks of pure energy --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,orichalcum_knife,Орихалковый кинжал,9,weapon,1,2,1:2,icons/items/weapons/orichalcum_knife.webp,systems/iron-hills-system/icons/items/weapons/orichalcum_knife.webp,true,systems/iron-hills-system/icons/items/weapons/orichalcum_knife.webp,"Concept of ""Орихалковый кинжал"", a single fantasy combat knife / dagger, leaf-shaped blade, full tang, leather-wrapped grip, made of orichalcum (golden-red metal), star-shard accents, leviathan leather grip, ornate engravings, legendary, ornate, divine craftsmanship, hero-tier, metal seems to phase through reality, edge dripping with blood-red light, razor-sharp focal lines, killing-strike geometry, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, golden divine light, lens flare, sparks of pure energy --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,orichalcum_mace,Молот Орихалка,9,weapon,1,2,1:2,icons/items/weapons/orichalcum_mace.webp,systems/iron-hills-system/icons/items/weapons/orichalcum_mace.webp,true,systems/iron-hills-system/icons/items/weapons/orichalcum_mace.webp,"Concept of ""Молот Орихалка"", a single fantasy mace, flanged head, short metal haft, leather grip, made of orichalcum (golden-red metal), star-shard accents, leviathan leather grip, ornate engravings, legendary, ornate, divine craftsmanship, hero-tier, metal seems to phase through reality, crackling lightning arcs along the surface, razor-sharp focal lines, killing-strike geometry, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, golden divine light, lens flare, sparks of pure energy --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,orichalcum_spear,Копьё Орихалка,9,weapon,1,4,1:4,icons/items/weapons/orichalcum_spear.webp,systems/iron-hills-system/icons/items/weapons/orichalcum_spear.webp,true,systems/iron-hills-system/icons/items/weapons/orichalcum_spear.webp,"Concept of ""Копьё Орихалка"", a single fantasy spear, long straight shaft, leaf-shaped spearhead, bound with leather strap, made of orichalcum (golden-red metal), star-shard accents, leviathan leather grip, ornate engravings, legendary, ornate, divine craftsmanship, hero-tier, metal seems to phase through reality, hooked / barbed shape designed to catch and disarm, razor-sharp focal lines, killing-strike geometry, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, golden divine light, lens flare, sparks of pure energy --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,orichalcum_staff,Посох Орихалка,9,weapon,1,4,1:4,icons/items/weapons/orichalcum_staff.webp,systems/iron-hills-system/icons/items/weapons/orichalcum_staff.webp,true,systems/iron-hills-system/icons/items/weapons/orichalcum_staff.webp,"Concept of ""Посох Орихалка"", a single fantasy wizard's staff, tall straight pole, ornamented head, no orb floating, made of orichalcum (golden-red metal), star-shard accents, leviathan leather grip, ornate engravings, legendary, ornate, divine craftsmanship, hero-tier, metal seems to phase through reality, crimson essence swirling around the blade, razor-sharp focal lines, killing-strike geometry, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, golden divine light, lens flare, sparks of pure energy --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,orichalcum_warhammer,Молот Орихалка,9,weapon,1,3,1:3,icons/items/weapons/orichalcum_warhammer.webp,systems/iron-hills-system/icons/items/weapons/orichalcum_warhammer.webp,true,systems/iron-hills-system/icons/items/weapons/orichalcum_warhammer.webp,"Concept of ""Молот Орихалка"", a single fantasy two-handed war hammer, large blunt head with spike on the back, long haft, made of orichalcum (golden-red metal), star-shard accents, leviathan leather grip, ornate engravings, legendary, ornate, divine craftsmanship, hero-tier, metal seems to phase through reality, crackling lightning arcs along the surface, razor-sharp focal lines, killing-strike geometry, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, golden divine light, lens flare, sparks of pure energy --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,adamantium_axe,Адамантиевый топор,10,weapon,1,2,1:2,icons/items/weapons/adamantium_axe.webp,systems/iron-hills-system/icons/items/weapons/adamantium_axe.webp,true,systems/iron-hills-system/icons/items/weapons/adamantium_axe.webp,"Concept of ""Адамантиевый топор"", a single fantasy hand axe, single-bit head, wooden haft, iron banding, made of adamantium with starheart core, godsteel hilt, leviathan leather grip, reality bending around the edge, mythical primordial weapon, wielded by gods, cracks of light leaking from the metal, metal seems to phase through reality, edge dripping with blood-red light, aura of finality, soul-reaping shimmer, razor-sharp focal lines, killing-strike geometry, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, intense divine aura, space-time distortion, lens flare, sparks of pure light --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,bonebreaker_flail,Костолом,10,weapon,1,2,1:2,icons/items/weapons/bonebreaker_flail.webp,systems/iron-hills-system/icons/items/weapons/bonebreaker_flail.webp,true,systems/iron-hills-system/icons/items/weapons/bonebreaker_flail.webp,"Concept of ""Костолом"", a single fantasy flail, spiked metal ball on chain, wooden grip, dangerous looking, made of adamantium with starheart core, godsteel hilt, leviathan leather grip, reality bending around the edge, mythical primordial weapon, wielded by gods, cracks of light leaking from the metal, metal seems to phase through reality, crackling lightning arcs along the surface, hooked / barbed shape designed to catch and disarm, razor-sharp focal lines, killing-strike geometry, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, intense divine aura, space-time distortion, lens flare, sparks of pure light --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,cataclysm_axe,Секира Катаклизма,10,weapon,1,3,1:3,icons/items/weapons/cataclysm_axe.webp,systems/iron-hills-system/icons/items/weapons/cataclysm_axe.webp,true,systems/iron-hills-system/icons/items/weapons/cataclysm_axe.webp,"Concept of ""Секира Катаклизма"", a single fantasy two-handed battle axe / great-axe, large bearded head, long oak haft, iron rivets, made of adamantium with starheart core, godsteel hilt, leviathan leather grip, reality bending around the edge, mythical primordial weapon, wielded by gods, cracks of light leaking from the metal, blade glowing through armor like cutting through paper, edge dripping with blood-red light, aura of finality, soul-reaping shimmer, razor-sharp focal lines, killing-strike geometry, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, intense divine aura, space-time distortion, lens flare, sparks of pure light --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,cataclysm_hammer,Молот Катаклизма,10,weapon,1,3,1:3,icons/items/weapons/cataclysm_hammer.webp,systems/iron-hills-system/icons/items/weapons/cataclysm_hammer.webp,true,systems/iron-hills-system/icons/items/weapons/cataclysm_hammer.webp,"Concept of ""Молот Катаклизма"", a single fantasy two-handed war hammer, large blunt head with spike on the back, long haft, made of adamantium with starheart core, godsteel hilt, leviathan leather grip, reality bending around the edge, mythical primordial weapon, wielded by gods, cracks of light leaking from the metal, blade glowing through armor like cutting through paper, aura of finality, soul-reaping shimmer, crackling lightning arcs along the surface, razor-sharp focal lines, killing-strike geometry, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, intense divine aura, space-time distortion, lens flare, sparks of pure light --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
weapons,godcrusher_mace,Богоразитель,10,weapon,1,2,1:2,icons/items/weapons/godcrusher_mace.webp,systems/iron-hills-system/icons/items/weapons/godcrusher_mace.webp,true,systems/iron-hills-system/icons/items/weapons/godcrusher_mace.webp,"Concept of ""Богоразитель"", a single fantasy mace, flanged head, short metal haft, leather grip, made of adamantium with starheart core, godsteel hilt, leviathan leather grip, reality bending around the edge, mythical primordial weapon, wielded by gods, cracks of light leaking from the metal, blade glowing through armor like cutting through paper, aura of finality, soul-reaping shimmer, crackling lightning arcs along the surface, razor-sharp focal lines, killing-strike geometry, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, intense divine aura, space-time distortion, lens flare, sparks of pure light --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
